Symbol,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Industry,DPS,DY
BF-B,-0.091954567,0.011725979,0.031731725,-0.01118372,-0.001328125,0.044774405,0.066255169,0.082152175,-0.095102009,-0.009008589,0.095768842,-0.034281351,-0.028571538,-0.014504446,0.006439183,0.00348077,-0.0218341,0.018168617,0.020796303,-0.01573776,-0.007797481,-0.022862994,-0.026770684,-0.01391534,ConsumerStaples,0.73,1.59
CHRW,0.020998191,-0.049005162,0.043246336,-0.009495004,-0.12059548,-0.041310799,0.016961117,0.124378967,-0.038774135,0.011011578,0.023605842,-0.028106079,-0.073652845,0.044340507,0.078122644,0.069511246,-0.043917608,0.056502844,-0.004024207,-0.062356834,0.003333084,0.014981288,-0.033210276,0.098796164,Industrials,1.8,2.34
CA,-0.022471853,-0.004926183,0.081553882,0.002767534,-0.025758984,-0.033839054,-0.038095198,-0.005121244,-0.0545572,0.000366305,0.015018362,0.023962221,0.016008492,0.005952421,0.028776859,0.05121203,-0.036700285,0.098706285,0.015779736,0.055437079,-0.013976504,-0.024476483,-0.070737655,0.048219337,InformationTechnology,1.02,3.22
COG,-0.103813529,-0.104403186,0.094339637,0.01827585,0.145275976,0.004724884,-0.071260252,-0.170577098,-0.094491114,-0.076468079,-0.006861932,-0.13185801,-0.060541668,0.174187695,-0.029879502,0.1281669,0.030383123,0.025196177,0.073842343,-0.041569535,-0.000807766,0.047503029,-0.190697707,0.060418136,Energy,0.08,0.33
CPB,-0.028268586,0.046813191,0.018583233,-0.000858582,-0.033001253,0.081189886,-0.014273899,0.041669464,-0.026769465,0.056053398,0.008299233,0.028548938,0.005934094,0.079963648,0.094664115,0.033036427,-0.027912043,-0.018473502,0.098398521,-0.059688147,-0.024891616,-0.099143576,-8.85E-05,0.046926739,ConsumerStaples,1.4,2.37
COF,-0.007812454,-0.113143598,0.079426915,0.001397474,0.02575488,0.038545696,0.052776548,-0.0758213,-0.038969463,-0.067266995,0.087975801,2.31E-05,-0.080626699,-0.090883941,0.008155476,0.054465159,0.044438081,0.017527485,-0.132850923,0.056211692,0.073836528,0.003212291,0.030767049,0.141329775,Financials,1.6,1.77
CAH,-0.013594452,0.030471935,0.057699181,0.029832832,-0.065691803,0.045411433,-0.04697743,0.015899614,-0.031889929,-0.061535851,0.070033751,0.056569371,0.032261333,-0.08849548,0.004055412,0.007826874,-0.042586901,0.00624516,-0.005989342,0.071657501,-0.047009601,-0.019099274,-0.115958756,0.03377493,HealthCare,1.8,2.46
HSIC,-0.007653083,0.014102189,0.014340522,-0.003070389,-0.018048912,0.033333274,0.003176375,0.04123277,-0.075483162,-0.029895454,0.143083227,0.031441492,0.010927953,-0.042670206,0.092511852,0.043396846,-0.022765498,0.029816236,0.01767114,0.023642494,-0.09498289,-0.004945339,-0.084550248,-0.001608512,HealthCare,0,0
KMX,0.168480204,-0.067287532,0.080676379,0.028311741,-0.013041602,0.043018646,-0.067989892,-0.025675835,-0.054410198,-0.027540984,-0.005225927,-0.028978123,-0.058115149,-0.181397088,0.047080081,0.104626031,0.036203583,0.013408857,-0.086284029,0.188252074,0.011843512,-0.094995808,-0.063917509,0.15718867,ConsumerDiscretionary,0,0
CCL,0.02649469,-0.030222945,0.006495069,0.087519887,-0.080894661,0.059148288,0.066047841,0.078963411,-0.070907989,0.009547088,0.088128788,-0.060029578,0.078171409,-0.116556562,0.003152603,0.100291935,-0.070494613,-0.01995907,-0.074151686,0.057013529,0.030664634,0.021338987,0.005735351,0.054245169,ConsumerDiscretionary,1.4,2.62
CAT,-0.090158986,-0.119133416,0.036638753,-0.034620076,0.094590227,-0.017955746,-0.005860339,-0.064418183,-0.027851959,-0.14495029,0.129218244,-0.004658087,-0.064556117,-0.072700572,0.087724793,0.130576143,0.025317628,-0.067035511,0.045510971,0.102193173,-0.009787404,0.083221456,-0.051518232,0.144979621,Industrials,3.08,3.22
CBG,0.01511553,-0.055766423,0.05936914,0.12988912,-0.009558228,-0.00260819,-0.032426829,0.026216243,-0.156702682,-0.00062461,0.164999969,0.00509662,-0.077128341,-0.19115103,-0.091526603,0.134199134,0.028105448,0.007424941,-0.112897822,0.074395808,0.050615042,-0.063900939,-0.079342387,0.127329231,RealEstate,0,0
CBS,0.011211281,-0.009577146,0.078270335,0.028434464,0.02474023,-0.006599078,-0.09857298,-0.036576586,-0.153918067,-0.114943943,0.165914745,0.085124607,-0.063544507,0.007850586,0.018526318,0.142040846,0.01488473,-0.012698979,-0.010995792,-0.040778818,-0.022788245,0.076446604,0.034344116,0.072412612,ConsumerDiscretionary,0.72,1.15
CELG,-0.016096411,0.065260173,0.019889182,-0.051427631,-0.062630127,0.059041311,0.011359629,0.134007277,-0.100342842,-0.083926184,0.134418057,-0.10805967,0.094198312,-0.162324663,0.005083752,-0.007339145,0.033170228,0.020404148,-0.06529568,0.137483579,-0.048578339,-0.020704507,-0.022481575,0.159816031,HealthCare,0,0
CNC,0.051432644,0.051131498,0.12605344,0.150179029,-0.123072567,0.215357212,0.067162281,-0.127736377,-0.119920096,-0.121354518,0.096809884,-0.029085407,0.139567065,-0.056982178,-0.082178568,0.080934008,0.006334237,0.006294367,0.144667286,-0.011489421,-0.032034045,-0.019475794,-0.066905601,-0.077624824,HealthCare,0,0
CNP,-0.021303276,-0.014511275,-0.089692016,-0.018278034,0.027437464,-0.016440493,-0.065782941,0.016290038,-0.0247355,-0.031149298,0.028270494,-0.07311808,0.083185833,-0.02668849,0.057265892,0.122920103,0.025334699,0.062807769,0.065246316,-0.003333356,-0.049819269,0.033822918,-0.018510646,0.058405295,Utilities,1.03,4.22
CTL,-0.029188084,-0.060889487,0.018563447,-0.07415903,0.040810433,-0.060748311,-0.116125213,-0.026548582,-0.05454546,-0.052046818,0.123009512,-0.026917242,-0.065725977,0.010333939,0.20338312,0.063235292,-0.031601966,-0.10598604,0.069690197,0.083764239,-0.098741489,-0.013309353,-0.030987911,-0.095778717,TelecommunicationsServices,2.16,8.96
CERN,0.004037298,0.026136621,0.086058782,0.016652845,-0.019792574,-0.06294384,0.026304012,0.038517276,-0.138873436,-0.029145062,0.105570415,-0.100920243,0.009563759,-0.035898289,-0.119806882,0.037211084,0.060045318,-0.009440649,0.053767253,0.064675787,0.034460683,-0.04322902,-0.051336,-0.150221965,HealthCare,0,0
CF,0.016371376,0.120496109,0.007843025,-0.073637466,0.013360103,0.104288738,0.017474999,-0.079029206,-0.025639224,-0.217497354,0.130734924,-0.085432722,-0.115518003,-0.264886049,0.228276051,-0.140427765,0.055200985,-0.155283704,-0.128705701,0.024066449,0.068343339,-0.063461511,-0.013963078,0.219143167,Materials,1.2,3.88
SCHW,0.06603112,-0.139450176,0.131789729,0.037491506,0.0019711,0.039700471,0.031595631,0.06830018,-0.127527075,-0.059907785,0.068627476,0.106630109,-0.023138506,-0.224719142,-0.016272611,0.118562929,0.013918628,0.079078313,-0.172334818,0.122876304,0.109548043,0.003496554,0.00411789,0.222198037,Financials,0.28,0.71
CHTR,-0.018149688,-0.09302605,0.195076839,0.069269073,-0.03132931,-0.04298083,-0.043402993,0.085313874,-0.022866674,-0.031716287,0.085811746,-0.01874935,-0.02273695,-0.064117994,0.047852457,0.12736687,0.048461257,0.031568021,0.044304362,0.027248058,0.095116432,0.049609309,-0.074378642,0.101724755,ConsumerDiscretionary,0,0
CHK,-0.034057275,-0.015084633,-0.130344077,-0.151079209,0.12030387,-0.105263158,-0.208362863,-0.224709042,-0.098152425,-0.061459667,-0.02728513,-0.260869565,-0.146110057,-0.246666667,-0.230088496,0.578544061,0.667475728,-0.375545852,-0.002331002,0.26635514,0.171586716,-0.012598425,-0.121212121,0.270417423,Energy,0,0
CVX,0.03040315,-0.086022479,0.050698236,-0.015935478,0.057915744,-0.063331897,-0.063398035,-0.082823637,-0.073118455,-0.026052679,0.152129904,0.017113895,-0.014892742,-0.038794952,-0.02280173,0.143336475,0.071069187,-0.001099297,0.037920836,-0.022417295,-0.008198889,0.023265031,0.017780858,0.07567386,Energy,4.32,3.73
CMG,0.031478881,0.037004597,-0.063211504,-0.021700217,-0.044885713,-0.009366863,-0.017107535,0.226846712,-0.043409685,0.014422318,-0.11110034,-0.094778429,-0.172029996,-0.056017515,0.124047957,-0.075005897,-0.106163874,0.049861011,-0.088695768,0.052711241,-0.024198635,0.023614407,-0.148146375,0.098597339,ConsumerDiscretionary,0,0
CB,0.010519017,-0.060236715,0.056039266,-0.022103378,-0.040362352,-0.004766727,-0.04507889,0.069728488,-0.060770374,0.012137839,0.098065697,0.011537758,0.017414034,-0.032349116,0.021756424,0.037162584,-0.010826697,0.074240624,0.032382955,-0.041695392,0.013332253,-0.010084283,0.010744114,0.007874016,Financials,2.76,2.08
CHD,0.027375768,0.02677321,0.056402335,0.003288739,-0.049754167,0.03869794,-0.033821668,0.064094739,0.003181998,-0.027584499,0.026102368,0.000319978,-0.010376567,-0.010367586,0.084831746,0.015645659,0.005641072,0.066264972,0.044780581,-0.045193878,0.015566525,-0.036008872,0.007095159,-0.092623232,ConsumerStaples,0.71,1.6
CI,0.000194395,0.038091539,0.138537772,0.064560222,-0.037082834,0.129894152,0.150323025,-0.110740768,-0.02269893,-0.04098296,-0.0072582,0.007012808,0.084086652,-0.086995164,0.044984946,-0.016694688,0.009472369,-0.075285062,-0.000936718,0.007578788,-0.005428132,0.01606122,-0.088167621,0.133888772,HealthCare,0.04,0.03
XEC,0.0100048,-0.026415136,0.064386455,0.049325277,0.080893284,-0.070201414,-0.045017764,-0.056114548,0.062855822,-0.072663127,0.152029587,0.009507853,-0.249033756,0.040501268,-0.094684141,0.157562759,0.119358535,0.06872009,0.026143808,0.005866572,0.102012571,0.016568262,-0.038996684,0.068441171,Energy,0.32,0.23
CINF,0.02614401,-0.025467893,0.044545595,0.018677324,-0.049549489,-0.001184802,0.00108227,0.100239059,-0.052164382,0.037019056,0.119516763,0.014610662,-0.016754562,-0.026026651,0.095609891,0.042769235,0.009944885,0.046810999,0.09136181,-0.002537086,0.032262433,-0.015593845,-0.061522131,0.084204565,Financials,1.92,2.45
CTAS,0.072317218,0.003314599,0.060736981,-0.022161035,-0.020580655,0.07679801,-0.017423687,0.010757843,-0.005964971,0.008942284,0.085597625,-0.004813083,-0.005895763,-0.056342664,-0.022462763,0.069293954,-0.000334031,0.055914466,0.035126568,0.093141715,0.095460127,-0.041783693,-0.052664343,0.08820999,Industrials,1.05,0.87
CSCO,0.006512315,-0.045602642,0.119074715,-0.059956332,0.047221212,0.016649337,-0.06311842,0.042935801,-0.089373676,0.014296719,0.107910995,-0.055459331,-0.003302749,-0.117254122,0.100462346,0.087471335,-0.02559176,0.056747902,-0.012392399,0.073828163,0.02980678,0.008905758,-0.024793357,-0.028031291,InformationTechnology,1.04,3.46
C,0.002594061,-0.132138813,0.116506839,-0.017168971,0.034937847,0.015214661,0.021449694,0.059189873,-0.085186408,-0.072363499,0.072739683,0.017303038,-0.043261257,-0.176182448,-0.087599941,0.074646196,0.109675142,0.006266252,-0.089757315,0.037245579,0.089705551,-0.010682888,0.040652166,0.151098419,Financials,0.64,1.07
CFG,0.009338215,-0.038616249,0.043679208,-0.028582955,0.079568986,0.034296701,0.017511211,-0.041718924,-0.047947777,-0.038678466,0.018440807,0.100385348,-0.016522675,-0.18862159,-0.090682931,0.089443602,0.090692075,0.036075667,-0.151592345,0.117617635,0.115263414,-0.002422376,0.070841969,0.272209491,Financials,0.48,1.35
CTXS,-0.037852497,-0.071159891,0.074586604,0.002983653,0.051510961,-0.032013131,0.07921861,0.077679542,-0.099193227,0.017178065,0.185046178,-0.066138857,-0.013303718,-0.068605458,0.002696608,0.11224345,0.041486306,0.037634435,-0.056877086,0.112873036,-0.021653765,-0.022706377,-0.004928397,0.022759433,InformationTechnology,0,0
CLX,0.025487086,0.03102848,0.01808638,0.016108249,-0.032308185,0.014703147,-0.033810209,0.083694926,-0.006878783,0.039219275,0.062118997,0.019353751,0.020353976,0.023681643,-0.020379736,-0.00284764,-0.000495859,0.026431257,0.076629962,-0.047255661,-0.000229008,-0.044719086,-0.034788571,-0.037160466,ConsumerStaples,3.2,2.78
CME,0.076167235,-0.037789027,0.124618971,-0.007592547,-0.040122451,0.036189529,-0.006926907,0.032022352,-0.016659659,-0.012659916,0.01865431,0.033661504,-0.038051822,-0.008278076,0.01769613,0.057193994,-0.04310256,0.065063613,0.00124958,0.049691968,0.059761316,-0.0299442,-0.042288549,0.12797209,Financials,2.4,1.96
CMS,0.049848975,0.085755353,-0.061719766,-0.006262429,-0.028072156,0.014949145,-0.067369709,0.076004928,-0.034950705,0.07748629,0.021234407,-0.021278082,0.030268401,0.077605334,0.02554651,0.072800709,-0.041470238,0.035859533,0.096604505,-0.014827719,-0.064609602,0.000952932,0.003332613,-0.038612587,Utilities,1.24,3.02
COH,0.021666514,-0.009850953,0.171013777,-0.041080224,-0.077721434,-0.074326134,-0.012171149,-0.098526407,-0.030448762,-0.032664536,0.078465299,0.018269176,0.041366421,0.13198899,0.051012208,0.03845708,0.004489894,-0.021107619,0.042423718,0.058173773,-0.114358636,-0.033956048,-0.018326094,0.013931458,ConsumerDiscretionary,1.35,3.5
KO,-0.058220015,-0.024869808,0.051736765,-0.055739637,0.000246659,0.009861848,-0.034334726,0.047157814,-0.042843268,0.029185829,0.055583197,0.014093372,0.007977491,-0.000931141,0.00489291,0.083973453,-0.034274637,-0.004464274,0.024161983,-0.037502721,-0.004584019,-0.017597266,0.001890406,-0.048349149,ConsumerStaples,1.4,3.33
CTSH,-0.024634228,0.027914945,0.154443023,-0.001600304,-0.061708576,0.10556884,-0.056087777,0.032902243,-0.002535642,-0.005243057,0.087845391,-0.05182791,-0.070610125,0.054815078,-0.099984219,0.100386118,-0.069059042,0.052595512,-0.068359327,0.004367575,-0.000869769,-0.169394153,0.076294259,0.072638834,InformationTechnology,0,0
CL,-0.005747866,-0.019015379,0.048874545,-0.020898196,-0.024292833,-0.007282931,-0.020661738,0.045763257,-0.076594997,0.010348635,0.051498842,-0.010097965,0.014311886,0.019865234,-0.027987564,0.076325418,0.009314699,-0.007191162,0.039625024,0.02214978,-0.001209157,-0.002690353,-0.032232568,-0.085902437,ConsumerStaples,1.56,2.35
CMCSA,0.017005582,-0.080169862,0.117215346,-0.044737168,0.022843901,0.012119166,0.032952302,0.037745295,-0.097420282,0.009763942,0.105621281,-0.028106034,-0.072789977,-0.008365955,0.036259181,0.058028822,-0.000797848,0.041803861,0.029857874,0.03597007,-0.02959108,0.016549079,-0.06425483,0.124393433,ConsumerDiscretionary,1.1,1.58
CMA,0.009296218,-0.114005124,0.103132551,-0.009849861,0.050520692,0.03248263,0.052648247,-0.075798908,-0.072317072,-0.061262993,0.055961139,0.067972262,-0.093051116,-0.180014329,-0.015160385,0.127579242,0.172432094,0.060810755,-0.122378385,0.099927085,0.045313819,0.005622411,0.100803043,0.223843348,Financials,0.92,1.31
CAG,-0.006571658,-0.016723623,-0.012701119,0.044311044,-0.003734029,0.068049802,0.132349131,0.013597895,-0.054017215,-0.028071033,0.007201517,0.009371242,0.030051186,-0.006043063,0.010086472,0.060865409,0.004284602,0.025583506,0.046170668,-0.016692346,-0.003207975,0.010727434,0.028061594,-0.021447738,ConsumerStaples,0.8,2.08
CXO,0.047244094,0.111278175,-0.017410916,0.064267353,0.092650157,-0.050213175,-0.05353285,-0.06411385,0.015015072,-0.091161248,0.179145478,-0.055819185,-0.151498544,0.024445358,-0.051403334,0.119680887,0.149742645,0.044503728,-0.017059495,0.041334788,0.04025765,0.063080566,-0.075791799,0.126674033,Energy,0,0
COP,0.045255061,-0.088039399,0.046503579,-0.045092051,0.090909145,-0.051796933,-0.035646989,-0.169252643,-0.023639233,-0.02421164,0.127428603,0.013120856,-0.136170222,-0.162989866,-0.1275958,0.190363497,0.186739536,-0.078437037,-0.004338944,-0.058159279,0.005634561,0.058952486,0.00532161,0.11668582,Energy,1,1.97
ED,0.045288957,0.049537893,-0.079506414,-0.033892921,0.009016353,0.015449253,-0.064036238,0.098652405,-0.001048265,0.062629183,-0.016454772,-0.044723277,0.0341109,0.079664005,0.018391995,0.094415086,-0.026363861,-0.009065037,0.098007068,-0.004475385,-0.052255453,0.000664522,0.003320096,-0.067643764,Utilities,2.68,3.75
STZ,0.018360894,0.125089191,0.038660042,0.012988144,-0.002323399,0.019542768,-0.015862259,0.034476775,0.069157979,-0.021796859,0.07659134,0.042931572,0.015542612,0.070485768,-0.070507701,0.068302345,0.032894336,-0.016174625,0.079986986,-0.004655369,-0.001072857,0.014873491,0.003783965,-0.093354266,ConsumerStaples,1.6,1.05
GLW,0.090865917,0.036633234,0.031499061,-0.070491719,-0.077160534,0.005209461,-0.056883473,-0.053218401,-0.071952516,-0.005229544,0.086448682,0.013468459,-0.024025595,0.018052562,-0.0095033,0.141530018,-0.10627094,0.126511272,-0.019626608,0.084960946,0.027269483,0.042309399,-0.039746356,0.064240626,Industrials,0.54,2.2
COST,-0.002603339,0.008747833,0.064363375,0.030892712,-0.05319233,-0.003215777,-0.052808707,0.075818182,-0.033482102,0.032274111,0.093726148,0.023508949,0.000495566,-0.064272491,-0.004521128,0.050323212,-0.057189299,0.004320605,0.055589033,0.064824311,-0.02807265,-0.059103016,-0.030424237,0.018272921,ConsumerStaples,1.8,1.13
COTY,0.020751063,-0.079380446,0.188222874,0.073893882,-0.014833221,0.042660043,0.282390602,-0.163903624,0.133931919,-0.098482927,0.069844859,-0.040414539,-0.077393862,-0.039797046,0.157253116,-0.022823021,0.092346388,-0.133552653,-0.013287747,0.033859206,0.012922066,-0.128014875,-0.021702128,-0.186167943,ConsumerStaples,0.5,2.61
CCI,-0.042430057,0.099237603,-0.002311905,-0.034421319,0.011994146,-0.023703982,-0.005494546,0.020049833,0.018068583,-0.04420245,0.083555164,0.005265688,0.016773281,-0.002891837,0.003480312,0.010483961,0.004393024,0.045234766,0.127602285,-0.043379662,-0.023291755,0.003760356,-0.034178973,-0.082756338,RealEstate,3.8,4.44
CSX,-0.007125276,-0.08087219,0.034985844,-0.034683806,0.089673957,-0.050781457,-0.041960081,-0.041960188,-0.118664443,-0.017530985,0.003345694,0.05992519,-0.087231764,-0.112909446,0.056417923,0.066694274,0.059029194,-0.024001787,-0.013242554,0.086272981,0.004650078,0.078500726,0.000327874,0.179748072,Industrials,0.72,1.93
CMI,-0.009957393,-0.032669725,0.025717939,-0.025240784,-0.002740939,-0.01423168,-0.032165267,-0.012653424,-0.052850939,-0.108172477,-0.046693695,-0.020581073,-0.123144396,0.021361186,0.096218639,0.126780824,0.064489664,-0.01345786,-0.017733838,0.091871134,0.031489986,0.020221277,-0.002575055,0.117585483,Industrials,4.1,2.88
CVS,0.054181209,0.022834447,0.058170319,-0.006354103,-0.034649082,0.031120906,0.024418865,0.075761071,-0.08953495,-0.057812501,0.02731283,-0.047479273,0.039111505,-0.007632486,0.0060048,0.067510574,-0.027142137,-0.040298588,-0.007361329,-0.027276001,0.007333864,-0.047216336,-0.050278291,-0.085731262,ConsumerStaples,1.7,2.12
DHI,-0.007846119,-0.03044688,0.116546432,0.042841406,-0.108146075,0.030899458,0.047473134,0.085160849,0.025117363,-0.033256495,0.002724817,0.100174679,-0.008666123,-0.141117673,-0.025739766,0.131362322,-0.005623598,0.01937645,0.030104671,0.044472751,-0.02251739,-0.058016196,-0.045364275,-0.035142096,ConsumerDiscretionary,0.4,1.39
DHR,0.026909595,-0.038851953,0.059480494,-0.025737981,-0.035571243,0.05422572,-0.00689286,0.069750993,-0.049584952,-0.019208406,0.095059125,0.033008226,-0.035030593,-0.067075792,0.030236637,0.064414301,0.019924078,0.016640841,0.028513113,0.063558102,-0.000368385,-0.03554324,0.002041128,-0.004837746,Industrials,0.5,0.64
DRI,0.028776941,0.056893866,0.042684933,0.083437462,-0.072631032,0.027756001,0.084528499,0.04568079,-0.077955543,0.007792985,-0.089654029,-0.092422111,0.132989223,-0.001297992,0.013003513,0.037883541,-0.053806475,0.089638583,-0.066194921,-0.019275457,0.001299477,-0.005191441,0.066262915,0.131347459,ConsumerDiscretionary,2.24,2.85
DVA,-0.010322762,-0.008978083,-0.006128431,0.089544252,-0.002214579,0.033045636,-0.051444236,-0.005536706,-0.042895104,-0.043759876,0.071616202,-0.057669989,-0.045591483,-0.037153867,-0.017133521,0.112323721,0.007086468,0.046278727,0,0.002845331,-0.166494762,0.022280722,-0.11275921,0.080689169,HealthCare,0,0
DE,0.028193992,-0.037074716,0.06350505,-0.02547541,0.032272772,0.034909412,0.04262864,-0.025553849,-0.13524373,-0.087914583,0.054054027,0.020128225,-0.034039654,0.00970245,0.041163498,-0.03254497,0.092479561,-0.021638313,-0.007802318,-0.041090867,0.088019617,0.016807828,0.034563621,0.134767764,Industrials,2.4,2.32
DLPH,-0.00315276,-0.054867884,0.150782699,0.01141552,0.040882912,0.051031191,-0.021729237,-0.082383233,-0.029723843,0.006885643,0.094029438,0.059556869,-0.024465111,-0.242505576,0.031897975,0.125074936,-0.018528345,-0.073192094,-0.078869905,0.083386604,0.046455654,0.009340432,-0.087633264,-0.012152652,ConsumerDiscretionary,1.16,1.62
DAL,0.053996142,-0.038219106,-0.057076712,0.00988314,-0.007117436,-0.036555262,-0.042870448,0.07935735,-0.009745495,0.02489723,0.13305108,-0.083727234,0.09104602,-0.126257605,0.092639449,0.009121006,-0.144001706,0.046316548,-0.161757916,0.063683747,-0.046402106,0.071020503,0.061229647,0.158780183,Industrials,0.81,1.56
XRAY,-0.029918494,-0.060822243,0.05956429,-0.038655778,0.002161594,0.020392119,-0.008052085,0.103976728,-0.079072256,-0.0337645,0.203282508,-0.003122429,0.004353157,-0.03221037,0.035150279,0.012306862,-0.032938539,0.042953014,-0.000701023,0.03223726,-0.040287341,-0.031761387,-0.031297325,0.010595796,HealthCare,0.31,0.53
DVN,0.042358901,-0.015356932,0.021901418,-0.016641379,0.13098981,-0.043835159,-0.084412774,-0.169272208,-0.136786721,-0.125317833,0.130493425,0.097304906,-0.299766363,-0.128124983,-0.294623676,0.409355501,0.263848349,0.04065745,0.006152349,0.056000001,0.131922659,0.019417582,-0.141011151,0.275534528,Energy,0.24,0.5
DLR,-0.044951085,0.100150852,-0.089937063,0.006921868,-0.038659845,0.041476173,0.023069664,-0.036142811,-0.014781343,0.045983755,0.132271906,-0.025013532,0.061495724,0.058979074,-0.012612419,0.130810519,-0.005763366,0.084905627,0.151760122,-0.041563444,-0.051407283,-0.010822832,-0.037994264,-0.011773499,RealEstate,3.52,3.74
DFS,-0.000915446,-0.169644145,0.126255158,-0.07592654,0.02874888,0.00994221,-0.011154971,-0.031412654,-0.032356625,-0.03238405,0.081361759,0.014653101,-0.055320606,-0.146027598,0.019960136,0.096940934,0.105066837,0.014633808,-0.056680187,0.060645627,0.061245585,-0.057499981,-0.003890321,0.20953049,Financials,1.2,1.65
DISCA,-0.012894011,-0.15849059,0.114177268,-0.047677989,0.052015637,0.048825647,-0.020035387,-0.007215815,-0.19442762,-0.021428534,0.131002684,0.057744495,-0.143224121,0.034107946,-0.093874592,0.14519996,-0.046105485,0.019773014,-0.094075404,-0.00554895,0.016739737,0.055272442,-0.030089116,0.037533472,ConsumerDiscretionary,0,0
DISCK,-0.008526816,-0.173191039,0.094332894,-0.033759423,0.025440977,0.040357294,-0.011764737,-0.025096557,-0.163036243,-0.042192427,0.132976487,0.074854651,-0.147396924,0.078905634,-0.094083024,0.095334686,-0.008148111,-0.00037345,-0.109077325,0.02893086,0.011409902,0.060032192,-0.04560996,0.052966943,ConsumerDiscretionary,0,0
DG,0.059334698,-0.051485105,0.082910851,0.038006011,-0.032603856,-0.001650435,0.073983039,0.033830731,-0.073161661,-0.024470118,-0.064467244,-0.03482358,0.102150945,0.044385646,-0.01079138,0.156282489,-0.043107397,0.097546018,0.048472818,0.007872278,-0.225142427,-0.043198659,-0.012859009,0.119120053,ConsumerDiscretionary,1,1.3
DLTR,0.029549385,0.010230194,0.120675137,0.01844882,-0.058410325,-0.018584033,0.053340447,-0.012153425,-0.022683545,-0.1258851,-0.017551844,0.152237003,0.023323642,0.053095039,-0.013157895,0.027538928,-0.033349503,0.135867547,0.040865882,0.021753003,-0.141136191,-0.045586422,-0.042822716,0.166909338,ConsumerDiscretionary,0,0
D,0.059958734,-0.000130147,-0.054150939,-0.016923175,0.011429249,-0.007186469,-0.051758277,0.072229628,-0.018137162,0.009032137,0.014919127,-0.047897323,0.004007638,0.066972125,-0.031176349,0.08523079,-0.048588918,0.010913617,0.089168512,0.001154812,-0.040513259,0.001483248,0.01252179,-0.016352004,Utilities,2.8,3.76
DOV,-0.068450406,-0.023424411,0.034284059,-0.040666178,0.095486076,0.000961492,-0.069230789,-0.087061812,-0.026065208,-0.076997624,0.126792611,0.029375032,-0.069650986,-0.046648202,0.047220593,0.058407402,0.021296357,0.02242272,0.038501919,0.030438509,0.021090748,0.015724092,-0.091662118,0.092162018,Industrials,1.76,2.29
DOW,-0.054327191,-0.009866298,0.090345563,-0.016776535,0.062942901,0.020980432,-0.009467423,-0.080320423,-0.07012325,-0.021366207,0.218631944,0.008902703,-0.003694221,-0.184149194,0.157381032,0.055705361,0.034408192,-0.023759761,-0.023133632,0.079662001,-0.000558943,-0.025213786,0.038201793,0.03549526,Materials,1.84,3.19
DPS,-0.025744401,0.077985439,0.019671393,0.002324346,-0.049694189,0.027621356,-0.042592815,0.100411625,-0.04350542,0.03678224,0.130550372,0.004251935,0.04395027,0.006866933,-0.024616363,-0.017399308,0.016663029,0.00538996,0.063322097,0.019455667,-0.048827527,-0.019920979,-0.038549963,-0.011960394,ConsumerStaples,2.12,2.36
DTE,0.069274812,0.038091863,-0.085099252,-0.007573226,-0.013136767,-0.00502308,-0.04918871,0.077974286,-0.029828512,0.039366428,0.015179692,-0.013481998,0.005345796,0.060107168,-0.010469298,0.086610886,-0.016545363,0.017047996,0.101629804,-0.016142157,-0.047374848,0.016766123,0.024981361,-0.03041356,Utilities,3.3,3.39
DD,0.035574328,-0.036921927,0.100050075,-0.081952506,0.024205785,-0.023525473,-0.099422617,-0.081856468,-0.069778019,-0.064077651,0.315352681,0.068224523,-0.010988918,-0.207807867,0.161183622,0.040249725,0.040903434,-0.001749264,-0.009325893,0.067438291,0.011782282,-0.037787301,0.02717631,0.075885534,Materials,1.52,2.03
DUK,0.032632863,0.043093145,-0.089982742,-0.022533453,0.010289086,-0.013441082,-0.067476534,0.050976985,-0.034012211,0.014525496,-0.006533267,-0.040260846,0.053571357,0.054769671,-0.003126234,0.086160449,-0.023549754,0.003430217,0.096638023,-0.002331304,-0.059796279,0.004770235,-0.00024989,-0.067606377,Utilities,3.42,4.51
DNB,-0.047183882,-0.048363111,0.154844637,-0.031098995,-0.005375532,0.005646744,-0.046353473,0.022704876,-0.146982267,-0.009153538,0.084476149,-0.049293832,-0.035810386,-0.053016509,-0.021721533,0.076104039,0.071109797,0.153987955,-0.03987397,0.060817538,0.068705978,-0.007482798,-0.08615136,-0.021190793,Industrials,1.93,1.56
ETFC,0.063568657,-0.049876381,0.129718097,0.096774113,0.008053292,0.023271899,0.016632791,-0.051085174,-0.074947185,0.001521453,0.082795291,0.067344791,-0.025961255,-0.205128212,-0.004244482,0.043904563,0.028174765,0.10762506,-0.157762609,0.067688378,0.051834091,0.103866645,-0.032967066,0.225497088,Financials,0,0
EMN,-0.080292675,-0.065515474,0.050359704,-0.064518638,0.100490889,0.007215948,0.071234632,-0.041799121,-0.075765299,-0.101715857,0.115111218,0.006651005,-0.064680912,-0.093319538,0.048031392,0.133468802,0.057455212,-0.039539113,-0.068549972,-0.039322416,0.040778708,0.003993351,0.062500059,0.044639116,Materials,2.04,2.64
